"","SEQN","INDFMMPI","INDFMMPC","INQ300","IND310"
"5255",135632,1.88,3,2,1
"5256",135633,1.13,1,2,1
"5257",135634,1.45,2,2,1
"5258",135635,NA,NA,NA,NA
"5259",135636,0.74,1,2,1
"5260",135637,NA,1,2,3
"5261",135638,3.53,3,2,2
"5262",135639,2.22,3,1,NA
"5263",135640,0.99,1,2,4
"5264",135641,3.65,3,1,NA
"5265",135642,NA,3,1,NA
"5266",135643,0.69,1,2,1
"5267",135644,5,3,1,NA
"5268",135645,1.15,1,2,1
"5269",135646,3.53,3,2,1
"5270",135647,4.1,3,1,NA
"5271",135648,0.33,1,2,1
"5272",135649,NA,3,2,1
"5273",135650,0.74,1,2,1
"5274",135651,2.19,3,2,1
"5275",135652,NA,9,2,1
"5276",135653,2.06,3,1,NA
"5277",135654,1.76,2,2,3
"5278",135655,2.16,3,1,NA
"5279",135656,NA,2,2,1
"5280",135657,2.96,3,1,NA
"5281",135658,0.67,1,2,1
"5282",135659,0.78,1,2,1
"5283",135660,0.27,1,2,1
"5284",135661,2.24,3,1,NA
"5285",135662,2.76,3,1,NA
"5286",135663,NA,3,1,NA
"5287",135664,3.13,3,1,NA
"5288",135665,0.58,1,2,1
"5289",135666,5,3,1,NA
"5290",135667,2.29,3,1,NA
"5291",135668,1.32,2,2,1
"5292",135669,1.51,2,1,NA
"5293",135670,1.01,1,2,1
"5294",135671,1.88,3,2,1
"5295",135672,1.73,2,2,1
"5296",135673,1.58,2,2,1
"5297",135674,NA,NA,NA,NA
"5298",135675,2.08,3,2,1
"5299",135676,0.36,1,2,1
"5300",135677,NA,NA,NA,NA
"5301",135678,3.07,3,2,2
"5302",135679,5,3,1,NA
"5303",135680,NA,NA,NA,NA
"5304",135681,5,3,1,NA
"5305",135682,5,3,1,NA
"5306",135683,5,3,1,NA
"5307",135684,1.68,2,1,NA
"5308",135685,NA,1,2,77
"5309",135686,5,3,1,NA
"5310",135687,NA,NA,NA,NA
"5311",135688,5,3,2,3
"5312",135689,1.9,3,1,NA
"5313",135690,1.56,2,2,4
"5314",135691,4.17,3,1,NA
"5315",135692,0.48,1,2,2
"5316",135693,3.51,3,2,3
"5317",135694,1.35,2,1,NA
"5318",135695,4.87,3,2,1
"5319",135696,NA,3,2,1
"5320",135697,1.77,2,1,NA
"5321",135698,1.82,2,2,2
"5322",135699,1.3,1,1,NA
"5323",135700,1.37,2,2,2
"5324",135701,2.61,3,2,1
"5325",135702,1.51,2,9,NA
"5326",135703,5,3,2,4
"5327",135704,NA,2,7,NA
"5328",135705,1.21,1,2,1
"5329",135706,1.82,2,2,1
"5330",135707,2.62,3,2,1
"5331",135708,2.77,3,2,1
"5332",135709,NA,3,1,NA
"5333",135710,1.68,2,2,1
"5334",135711,4.32,3,1,NA
"5335",135712,2.91,3,1,NA
"5336",135713,2.65,3,1,NA
"5337",135714,2.98,3,1,NA
"5338",135715,NA,NA,NA,NA
"5339",135716,1.84,2,1,NA
"5340",135717,4.59,3,1,NA
"5341",135718,NA,NA,NA,NA
"5342",135719,2.06,3,1,NA
"5343",135720,0.97,1,2,1
"5344",135721,NA,3,2,5
"5345",135722,2.98,3,2,3
"5346",135723,4.76,3,2,2
"5347",135724,5,3,1,NA
"5348",135725,NA,NA,NA,NA
"5349",135726,3.44,3,1,NA
"5350",135727,NA,NA,NA,NA
"5351",135728,NA,2,9,NA
"5352",135729,0.07,1,2,2
"5353",135730,1.35,2,1,NA
"5354",135731,2.21,3,2,1
"5355",135732,0.67,1,2,1
"5356",135733,2.9,3,2,1
"5357",135734,NA,3,1,NA
"5358",135735,0.64,1,9,NA
"5359",135736,NA,NA,NA,NA
"5360",135737,NA,9,2,1
"5361",135738,NA,NA,NA,NA
"5362",135739,NA,1,7,NA
"5363",135740,NA,3,1,NA
"5364",135741,1.73,2,2,1
"5365",135742,2.66,3,2,1
"5366",135743,5,3,1,NA
"5367",135744,2.39,3,1,NA
"5368",135745,3.04,3,1,NA
"5369",135746,NA,NA,NA,NA
"5370",135747,NA,1,9,NA
"5371",135748,NA,1,2,77
"5372",135749,1.95,3,2,1
"5373",135750,4.92,3,1,NA
"5374",135751,0.21,1,7,NA
"5375",135752,4.32,3,1,NA
"5376",135753,3.75,3,2,1
"5377",135754,NA,NA,NA,NA
"5378",135755,1.21,1,2,1
"5379",135756,NA,NA,NA,NA
"5380",135757,1.36,2,2,1
"5381",135758,NA,NA,NA,NA
"5382",135759,0.6,1,2,2
"5383",135760,4.32,3,1,NA
"5384",135761,4.69,3,1,NA
"5385",135762,NA,NA,NA,NA
"5386",135763,0.59,1,2,1
"5387",135764,0.85,1,2,1
"5388",135765,1.59,2,1,NA
"5389",135766,1.6,2,2,1
"5390",135767,5,3,1,NA
"5391",135768,1.03,1,2,1
"5392",135769,4,3,2,2
"5393",135770,NA,NA,NA,NA
"5394",135771,1.3,1,2,1
"5395",135772,NA,3,1,NA
"5396",135773,0.2,1,2,1
"5397",135774,2.16,3,2,1
"5398",135775,1.48,2,2,1
"5399",135776,2.47,3,2,5
"5400",135777,NA,3,9,NA
"5401",135778,1.12,1,2,1
"5402",135779,2.59,3,2,1
"5403",135780,0.34,1,2,1
"5404",135781,0.36,1,2,1
"5405",135782,3.09,3,2,1
"5406",135783,0.88,1,2,1
"5407",135784,NA,NA,NA,NA
"5408",135785,5,3,1,NA
"5409",135786,NA,NA,NA,NA
"5410",135787,NA,NA,NA,NA
"5411",135788,NA,9,9,NA
"5412",135789,1.6,2,2,1
"5413",135790,0.84,1,2,1
"5414",135791,0.68,1,2,1
"5415",135792,1.58,2,2,1
"5416",135793,3.62,3,2,1
"5417",135794,3.6,3,1,NA
"5418",135795,2.9,3,1,NA
"5419",135796,4.94,3,1,NA
"5420",135797,NA,3,1,NA
"5421",135798,0,1,2,1
"5422",135799,NA,1,2,1
"5423",135800,0.66,1,2,1
"5424",135801,2.13,3,1,NA
"5425",135802,1.3,1,2,1
"5426",135803,1.68,2,2,1
"5427",135804,4.26,3,2,1
"5428",135805,0.4,1,1,NA
"5429",135806,1.83,2,1,NA
"5430",135807,NA,1,2,2
"5431",135808,5,3,1,NA
"5432",135809,4.26,3,1,NA
"5433",135810,NA,NA,NA,NA
"5434",135811,5,3,1,NA
"5435",135812,2.71,3,1,NA
"5436",135813,2.05,3,1,NA
"5437",135814,NA,9,2,1
"5438",135815,2.75,3,2,1
"5439",135816,2.22,3,1,NA
"5440",135817,4.62,3,2,4
"5441",135818,1.31,2,2,1
"5442",135819,0.44,1,1,NA
"5443",135820,NA,NA,NA,NA
"5444",135821,3.86,3,2,2
"5445",135822,5,3,1,NA
"5446",135823,1.32,2,1,NA
"5447",135824,NA,NA,NA,NA
"5448",135825,1.93,3,2,2
"5449",135826,4.12,3,1,NA
"5450",135827,5,3,1,NA
"5451",135828,0.74,1,2,1
"5452",135829,4.32,3,1,NA
"5453",135830,0.74,1,2,1
"5454",135831,3.29,3,2,4
"5455",135832,NA,NA,NA,NA
"5456",135833,1.48,2,2,4
"5457",135834,3.86,3,2,1
"5458",135835,3.8,3,2,3
"5459",135836,0.69,1,2,1
"5460",135837,2.65,3,2,1
"5461",135838,NA,1,2,1
"5462",135839,2.73,3,1,NA
"5463",135840,NA,3,1,NA
"5464",135841,5,3,1,NA
"5465",135842,3.83,3,2,2
"5466",135843,NA,NA,NA,NA
"5467",135844,NA,2,2,1
"5468",135845,3.28,3,1,NA
"5469",135846,1.49,2,2,1
"5470",135847,NA,NA,NA,NA
"5471",135848,4.42,3,1,NA
"5472",135849,4.61,3,1,NA
"5473",135850,NA,3,1,NA
"5474",135851,5,3,1,NA
"5475",135852,0.83,1,2,1
"5476",135853,0.88,1,2,1
"5477",135854,1.97,3,2,4
"5478",135855,1.65,2,1,NA
"5479",135856,5,3,1,NA
"5480",135857,NA,NA,NA,NA
"5481",135858,2.88,3,1,NA
"5482",135859,5,3,1,NA
"5483",135860,NA,NA,NA,NA
"5484",135861,0.36,1,2,1
"5485",135862,NA,3,1,NA
"5486",135863,1.58,2,1,NA
"5487",135864,3.65,3,2,2
"5488",135865,1.34,2,2,1
"5489",135866,2.59,3,1,NA
"5490",135867,0.62,1,2,1
"5491",135868,5,3,1,NA
"5492",135869,1.29,1,2,1
"5493",135870,2.05,3,1,NA
"5494",135871,3.36,3,1,NA
"5495",135872,5,3,1,NA
"5496",135873,0.88,1,2,1
"5497",135874,5,3,1,NA
"5498",135875,1.2,1,2,1
"5499",135876,5,3,2,2
"5500",135877,5,3,1,NA
"5501",135878,2.65,3,2,4
"5502",135879,5,3,1,NA
"5503",135880,0,1,2,1
"5504",135881,0.21,1,2,2
"5505",135882,NA,NA,NA,NA
"5506",135883,NA,3,2,1
"5507",135884,2.74,3,2,2
"5508",135885,1.66,2,2,1
"5509",135886,1.97,3,2,1
"5510",135887,1.63,2,1,NA
"5511",135888,5,3,1,NA
"5512",135889,4.34,3,1,NA
"5513",135890,0.46,1,1,NA
"5514",135891,3.29,3,2,1
"5515",135892,3.39,3,1,NA
"5516",135893,NA,3,1,NA
"5517",135894,0.83,1,2,1
"5518",135895,NA,3,1,NA
"5519",135896,1.43,2,2,1
"5520",135897,2.41,3,2,1
"5521",135898,NA,NA,NA,NA
"5522",135899,5,3,1,NA
"5523",135900,0.84,1,2,1
"5524",135901,1.88,3,1,NA
"5525",135902,1.86,3,2,1
"5526",135903,2.29,3,1,NA
"5527",135904,NA,NA,NA,NA
"5528",135905,0,1,2,1
"5529",135906,0.41,1,2,1
"5530",135907,1.66,2,1,NA
"5531",135908,4.42,3,1,NA
"5532",135909,2.22,3,1,NA
"5533",135910,5,3,2,3
"5534",135911,1.83,2,1,NA
"5535",135912,NA,NA,NA,NA
"5536",135913,0.97,1,2,1
"5537",135914,3.13,3,1,NA
"5538",135915,0,1,2,1
"5539",135916,3.65,3,1,NA
"5540",135917,5,3,7,NA
"5541",135918,5,3,7,NA
"5542",135919,2.13,3,2,1
"5543",135920,NA,NA,NA,NA
"5544",135921,0.13,1,2,1
"5545",135922,2.55,3,2,3
"5546",135923,NA,2,1,NA
"5547",135924,5,3,1,NA
"5548",135925,NA,3,7,NA
"5549",135926,2.62,3,2,1
"5550",135927,NA,3,7,NA
"5551",135928,1.11,1,2,1
"5552",135929,1.64,2,2,2
"5553",135930,NA,3,1,NA
"5554",135931,0.74,1,2,1
"5555",135932,3.93,3,2,2
"5556",135933,2.39,3,2,1
"5557",135934,1.35,2,2,1
"5558",135935,5,3,7,NA
"5559",135936,0.48,1,2,1
"5560",135937,1.65,2,1,NA
"5561",135938,5,3,1,NA
"5562",135939,2.2,3,1,NA
"5563",135940,5,3,1,NA
"5564",135941,1.3,1,2,3
"5565",135942,NA,NA,NA,NA
"5566",135943,0.83,1,2,1
"5567",135944,2.22,3,1,NA
"5568",135945,NA,3,1,NA
"5569",135946,NA,NA,NA,NA
"5570",135947,1.85,2,1,NA
"5571",135948,NA,NA,NA,NA
"5572",135949,NA,NA,NA,NA
"5573",135950,1.54,2,2,1
"5574",135951,NA,NA,NA,NA
"5575",135952,1.03,1,2,1
"5576",135953,0.84,1,2,1
"5577",135954,1.31,2,2,1
"5578",135955,0.74,1,2,4
"5579",135956,1,1,2,1
"5580",135957,1.98,3,2,2
"5581",135958,NA,NA,NA,NA
"5582",135959,1.9,3,1,NA
"5583",135960,1.94,3,2,1
"5584",135961,1.93,3,2,2
"5585",135962,5,3,1,NA
"5586",135963,NA,3,2,1
"5587",135964,0.74,1,2,1
"5588",135965,2.59,3,1,NA
"5589",135966,0.54,1,2,4
"5590",135967,NA,NA,NA,NA
"5591",135968,2.62,3,1,NA
"5592",135969,5,3,2,1
"5593",135970,2.03,3,2,1
"5594",135971,NA,NA,NA,NA
"5595",135972,5,3,1,NA
"5596",135973,2.65,3,1,NA
"5597",135974,NA,NA,NA,NA
"5598",135975,0.79,1,2,1
"5599",135976,NA,7,7,NA
"5600",135977,0.96,1,2,1
"5601",135978,1.16,1,2,2
"5602",135979,1.11,1,2,1
"5603",135980,1.5,2,2,1
"5604",135981,NA,NA,NA,NA
"5605",135982,3,3,9,NA
"5606",135983,NA,NA,NA,NA
"5607",135984,2.53,3,2,2
"5608",135985,0.94,1,2,1
"5609",135986,4.1,3,1,NA
"5610",135987,2.62,3,2,1
"5611",135988,5,3,1,NA
"5612",135989,0,1,2,4
"5613",135990,2.08,3,2,2
"5614",135991,NA,1,2,1
"5615",135992,1.5,2,2,3
"5616",135993,2.81,3,1,NA
"5617",135994,NA,NA,NA,NA
"5618",135995,NA,9,2,1
"5619",135996,1.64,2,2,3
"5620",135997,1.41,2,2,4
"5621",135998,NA,1,1,NA
"5622",135999,NA,7,7,NA
"5623",136000,5,3,1,NA
"5624",136001,3.89,3,1,NA
"5625",136002,1.52,2,1,NA
"5626",136003,3.7,3,1,NA
"5627",136004,NA,3,2,1
"5628",136005,5,3,2,1
"5629",136006,NA,NA,NA,NA
"5630",136007,2.72,3,1,NA
"5631",136008,0.74,1,2,1
"5632",136009,1.51,2,2,2
"5633",136010,5,3,2,2
"5634",136011,0.57,1,2,1
"5635",136012,NA,NA,NA,NA
"5636",136013,2.12,3,2,2
"5637",136014,1.81,2,2,3
"5638",136015,1.71,2,2,1
"5639",136016,5,3,1,NA
"5640",136017,1.93,3,2,2
"5641",136018,2.2,3,2,1
"5642",136019,NA,1,2,1
"5643",136020,1.54,2,2,1
"5644",136021,2.73,3,1,NA
"5645",136022,1.75,2,2,1
"5646",136023,0,1,2,4
"5647",136024,4,3,1,NA
"5648",136025,3.65,3,2,2
"5649",136026,NA,NA,NA,NA
"5650",136027,2.47,3,2,2
"5651",136028,3.53,3,2,2
"5652",136029,NA,NA,NA,NA
"5653",136030,5,3,1,NA
"5654",136031,5,3,2,2
"5655",136032,0.26,1,1,NA
"5656",136033,1.56,2,2,4
"5657",136034,NA,1,2,1
"5658",136035,2.03,3,1,NA
"5659",136036,3.04,3,1,NA
"5660",136037,5,3,1,NA
"5661",136038,3.53,3,2,3
"5662",136039,1.05,1,2,99
"5663",136040,5,3,1,NA
"5664",136041,1.49,2,2,1
"5665",136042,NA,NA,NA,NA
"5666",136043,NA,NA,NA,NA
"5667",136044,NA,2,2,1
"5668",136045,1.51,2,9,NA
"5669",136046,2.29,3,2,1
"5670",136047,1.72,2,2,1
"5671",136048,1.36,2,2,1
"5672",136049,5,3,1,NA
"5673",136050,5,3,1,NA
"5674",136051,5,3,2,4
"5675",136052,4.12,3,1,NA
"5676",136053,1.83,2,1,NA
"5677",136054,1.44,2,2,1
"5678",136055,NA,NA,NA,NA
"5679",136056,NA,NA,NA,NA
"5680",136057,0.94,1,2,1
"5681",136058,2.69,3,1,NA
"5682",136059,3.86,3,1,NA
"5683",136060,5,3,1,NA
"5684",136061,NA,3,1,NA
"5685",136062,0,1,2,5
"5686",136063,5,3,1,NA
"5687",136064,0.92,1,2,1
"5688",136065,2.2,3,2,1
"5689",136066,NA,NA,NA,NA
"5690",136067,0.91,1,1,NA
"5691",136068,NA,NA,NA,NA
"5692",136069,NA,NA,NA,NA
"5693",136070,NA,1,9,NA
"5694",136071,0.58,1,2,1
"5695",136072,NA,3,1,NA
"5696",136073,NA,2,9,NA
"5697",136074,2.62,3,2,1
"5698",136075,0.78,1,2,1
"5699",136076,0.52,1,2,1
"5700",136077,5,3,1,NA
"5701",136078,5,3,1,NA
"5702",136079,3.93,3,1,NA
"5703",136080,1.34,2,2,1
"5704",136081,1.61,2,2,1
"5705",136082,2.43,3,2,1
"5706",136083,0.54,1,2,1
"5707",136084,NA,1,2,1
"5708",136085,1.64,2,2,1
"5709",136086,5,3,1,NA
"5710",136087,1.64,2,2,1
"5711",136088,1.54,2,2,3
"5712",136089,0,1,2,1
"5713",136090,1.83,2,2,1
"5714",136091,5,3,2,5
"5715",136092,0.5,1,2,1
"5716",136093,NA,3,1,NA
"5717",136094,3.38,3,1,NA
"5718",136095,4.42,3,1,NA
"5719",136096,NA,1,2,1
"5720",136097,2.62,3,1,NA
"5721",136098,0.91,1,2,3
"5722",136099,1.48,2,2,1
"5723",136100,3.39,3,2,5
"5724",136101,3.93,3,1,NA
"5725",136102,NA,NA,NA,NA
"5726",136103,5,3,1,NA
"5727",136104,NA,NA,NA,NA
"5728",136105,1.63,2,2,1
"5729",136106,NA,1,2,1
"5730",136107,0.8,1,2,1
"5731",136108,0.49,1,2,1
"5732",136109,2.61,3,2,5
"5733",136110,0.85,1,2,1
"5734",136111,0.82,1,2,1
"5735",136112,4,3,1,NA
"5736",136113,4.53,3,1,NA
"5737",136114,5,3,1,NA
"5738",136115,NA,2,2,3
"5739",136116,0.86,1,2,1
"5740",136117,5,3,1,NA
"5741",136118,1.15,1,2,2
"5742",136119,5,3,1,NA
"5743",136120,2.33,3,2,1
"5744",136121,NA,1,2,77
"5745",136122,NA,1,2,99
"5746",136123,NA,1,2,2
"5747",136124,2.56,3,1,NA
"5748",136125,1.06,1,2,1
"5749",136126,5,3,7,NA
"5750",136127,3.28,3,1,NA
"5751",136128,1.37,2,1,NA
"5752",136129,3.36,3,2,1
"5753",136130,2.09,3,1,NA
"5754",136131,1.85,2,1,NA
"5755",136132,5,3,1,NA
"5756",136133,5,3,1,NA
"5757",136134,NA,NA,NA,NA
"5758",136135,NA,NA,NA,NA
"5759",136136,3.53,3,1,NA
"5760",136137,0.96,1,1,NA
"5761",136138,5,3,1,NA
"5762",136139,3.97,3,2,3
"5763",136140,NA,NA,NA,NA
"5764",136141,5,3,1,NA
"5765",136142,5,3,1,NA
"5766",136143,NA,NA,NA,NA
"5767",136144,5,3,1,NA
"5768",136145,2.22,3,1,NA
"5769",136146,NA,2,2,1
"5770",136147,4.87,3,1,NA
"5771",136148,5,3,1,NA
"5772",136149,NA,9,9,NA
"5773",136150,0.37,1,1,NA
"5774",136151,2.59,3,2,2
"5775",136152,NA,NA,NA,NA
"5776",136153,0.36,1,2,1
"5777",136154,2.2,3,1,NA
"5778",136155,1.68,2,7,NA
"5779",136156,NA,NA,NA,NA
"5780",136157,3.75,3,2,5
"5781",136158,0.21,1,7,NA
"5782",136159,2.53,3,2,2
"5783",136160,1.82,2,2,1
"5784",136161,0.72,1,2,1
"5785",136162,1.83,2,1,NA
"5786",136163,2.54,3,1,NA
"5787",136164,1.49,2,1,NA
"5788",136165,0,1,1,NA
"5789",136166,2.3,3,2,2
"5790",136167,2.62,3,2,2
"5791",136168,0.92,1,2,1
"5792",136169,0,1,2,1
"5793",136170,5,3,1,NA
"5794",136171,NA,1,2,1
"5795",136172,2.46,3,1,NA
"5796",136173,1.9,3,2,1
"5797",136174,3.46,3,2,1
"5798",136175,5,3,1,NA
"5799",136176,2.8,3,9,NA
"5800",136177,0.86,1,2,5
"5801",136178,0.97,1,2,1
"5802",136179,2.9,3,2,1
"5803",136180,2.72,3,2,1
"5804",136181,NA,1,2,1
"5805",136182,NA,1,9,NA
"5806",136183,3.44,3,2,1
"5807",136184,1.85,2,2,4
"5808",136185,1.04,1,2,1
"5809",136186,1.68,2,1,NA
"5810",136187,NA,NA,NA,NA
"5811",136188,4.64,3,1,NA
"5812",136189,2.13,3,2,2
"5813",136190,NA,3,1,NA
"5814",136191,NA,3,1,NA
"5815",136192,0,1,1,NA
"5816",136193,3.07,3,1,NA
"5817",136194,2.12,3,2,4
"5818",136195,1.72,2,1,NA
"5819",136196,NA,NA,NA,NA
"5820",136197,0.11,1,2,1
"5821",136198,2.59,3,1,NA
"5822",136199,3.07,3,2,2
"5823",136200,3.28,3,1,NA
"5824",136201,NA,NA,NA,NA
"5825",136202,NA,NA,NA,NA
"5826",136203,3.2,3,1,NA
"5827",136204,0.69,1,2,1
"5828",136205,5,3,2,2
"5829",136206,3.79,3,1,NA
"5830",136207,0.68,1,2,1
"5831",136208,5,3,1,NA
"5832",136209,2,3,1,NA
"5833",136210,1.37,2,2,1
"5834",136211,5,3,2,4
"5835",136212,0.36,1,2,1
"5836",136213,1.71,2,1,NA
"5837",136214,NA,7,7,NA
"5838",136215,NA,9,2,2
"5839",136216,0,1,1,NA
"5840",136217,4.69,3,1,NA
"5841",136218,2.21,3,2,3
"5842",136219,5,3,1,NA
"5843",136220,NA,NA,NA,NA
"5844",136221,NA,NA,NA,NA
"5845",136222,5,3,1,NA
"5846",136223,3.17,3,1,NA
"5847",136224,1.27,1,2,2
"5848",136225,3.2,3,1,NA
"5849",136226,NA,9,1,NA
"5850",136227,2.9,3,2,5
"5851",136228,NA,2,1,NA
"5852",136229,1.75,2,2,1
"5853",136230,4.7,3,1,NA
"5854",136231,4,3,1,NA
"5855",136232,0,1,1,NA
"5856",136233,1.26,1,2,1
"5857",136234,1.38,2,2,2
"5858",136235,0.62,1,2,1
"5859",136236,2.08,3,1,NA
"5860",136237,0.7,1,2,2
"5861",136238,NA,9,2,99
"5862",136239,4,3,1,NA
"5863",136240,NA,NA,NA,NA
"5864",136241,NA,1,2,1
"5865",136242,1.71,2,2,3
"5866",136243,0.44,1,2,1
"5867",136244,5,3,1,NA
"5868",136245,1.45,2,1,NA
"5869",136246,NA,3,1,NA
"5870",136247,2,3,2,1
"5871",136248,2.41,3,1,NA
"5872",136249,1.4,2,2,1
"5873",136250,2.65,3,1,NA
"5874",136251,0.79,1,2,1
"5875",136252,5,3,1,NA
"5876",136253,1.56,2,2,99
"5877",136254,0.58,1,2,1
"5878",136255,2.45,3,2,1
"5879",136256,3.79,3,2,1
"5880",136257,NA,NA,NA,NA
"5881",136258,2.43,3,2,3
"5882",136259,0.57,1,2,1
"5883",136260,2.53,3,2,2
"5884",136261,0.88,1,2,1
"5885",136262,1.09,1,2,1
"5886",136263,NA,NA,NA,NA
"5887",136264,NA,NA,NA,NA
"5888",136265,3.93,3,2,1
"5889",136266,2.11,3,2,1
"5890",136267,2.49,3,2,1
"5891",136268,5,3,1,NA
"5892",136269,0.33,1,2,1
"5893",136270,4.24,3,1,NA
"5894",136271,3.13,3,1,NA
"5895",136272,5,3,1,NA
"5896",136273,1.49,2,1,NA
"5897",136274,2.74,3,1,NA
"5898",136275,1.67,2,2,2
"5899",136276,1.15,1,2,1
"5900",136277,0,1,2,1
"5901",136278,1.45,2,2,1
"5902",136279,0.86,1,2,1
"5903",136280,4.1,3,1,NA
"5904",136281,5,3,1,NA
"5905",136282,5,3,2,1
"5906",136283,3.83,3,1,NA
"5907",136284,5,3,9,NA
"5908",136285,4.32,3,1,NA
"5909",136286,3.87,3,1,NA
"5910",136287,2.12,3,2,1
"5911",136288,NA,NA,NA,NA
"5912",136289,1.45,2,2,2
"5913",136290,1.18,1,2,1
"5914",136291,4.8,3,1,NA
"5915",136292,5,3,2,1
"5916",136293,2.83,3,1,NA
"5917",136294,2.41,3,1,NA
"5918",136295,NA,NA,NA,NA
"5919",136296,1.21,1,2,2
"5920",136297,1.01,1,2,1
"5921",136298,1.93,3,1,NA
"5922",136299,2.13,3,1,NA
"5923",136300,1.03,1,2,1
"5924",136301,5,3,1,NA
"5925",136302,0.97,1,2,1
"5926",136303,NA,NA,NA,NA
"5927",136304,2.22,3,2,1
"5928",136305,0.72,1,2,1
"5929",136306,NA,3,1,NA
"5930",136307,3.73,3,2,1
"5931",136308,5,3,1,NA
"5932",136309,4.59,3,1,NA
"5933",136310,1.77,2,2,3
"5934",136311,0.88,1,1,NA
"5935",136312,5,3,1,NA
"5936",136313,3.46,3,1,NA
"5937",136314,NA,3,2,1
"5938",136315,0.86,1,2,1
"5939",136316,NA,NA,NA,NA
"5940",136317,NA,NA,NA,NA
"5941",136318,0.74,1,2,1
"5942",136319,NA,NA,NA,NA
"5943",136320,NA,3,1,NA
"5944",136321,1.97,3,1,NA
"5945",136322,0.74,1,2,1
"5946",136323,5,3,1,NA
"5947",136324,NA,NA,NA,NA
"5948",136325,NA,9,2,1
"5949",136326,4.42,3,1,NA
"5950",136327,0.74,1,2,1
"5951",136328,5,3,2,1
"5952",136329,5,3,1,NA
"5953",136330,1.11,1,2,1
"5954",136331,2.43,3,2,1
"5955",136332,3.93,3,1,NA
"5956",136333,0.36,1,2,1
"5957",136334,2.13,3,2,1
"5958",136335,3.13,3,2,1
"5959",136336,2.82,3,1,NA
"5960",136337,0,1,2,1
"5961",136338,NA,1,9,NA
"5962",136339,1.51,2,2,1
"5963",136340,1.07,1,1,NA
"5964",136341,NA,NA,NA,NA
"5965",136342,3.67,3,2,4
"5966",136343,5,3,1,NA
"5967",136344,0,1,2,1
"5968",136345,4.87,3,1,NA
"5969",136346,0.46,1,2,1
"5970",136347,2.96,3,2,3
"5971",136348,5,3,1,NA
"5972",136349,4.66,3,1,NA
"5973",136350,5,3,1,NA
"5974",136351,NA,3,7,NA
"5975",136352,3.97,3,1,NA
"5976",136353,NA,7,7,NA
"5977",136354,1.83,2,1,NA
"5978",136355,5,3,1,NA
"5979",136356,5,3,1,NA
"5980",136357,2.88,3,7,NA
"5981",136358,5,3,1,NA
"5982",136359,1.4,2,2,1
"5983",136360,NA,NA,NA,NA
"5984",136361,4.59,3,1,NA
"5985",136362,3.8,3,1,NA
"5986",136363,3.03,3,1,NA
"5987",136364,5,3,1,NA
"5988",136365,4.34,3,1,NA
"5989",136366,5,3,1,NA
"5990",136367,0.74,1,2,1
"5991",136368,1.86,3,2,2
"5992",136369,4.17,3,2,5
"5993",136370,1.2,1,2,1
"5994",136371,2.96,3,9,NA
"5995",136372,0.86,1,2,1
"5996",136373,NA,NA,NA,NA
"5997",136374,2.83,3,2,1
"5998",136375,2.29,3,7,NA
"5999",136376,2.4,3,1,NA
"6000",136377,3.07,3,2,2
"6001",136378,2.4,3,2,2
"6002",136379,1.08,1,2,1
"6003",136380,NA,NA,NA,NA
"6004",136381,NA,9,2,1
"6005",136382,0.43,1,2,1
"6006",136383,2.62,3,1,NA
"6007",136384,0,1,2,1
"6008",136385,1.89,3,2,2
"6009",136386,4.83,3,1,NA
"6010",136387,NA,3,1,NA
"6011",136388,NA,NA,NA,NA
"6012",136389,1.2,1,2,1
"6013",136390,3.28,3,1,NA
"6014",136391,4.03,3,1,NA
"6015",136392,0.31,1,7,NA
"6016",136393,NA,1,2,77
"6017",136394,NA,NA,NA,NA
"6018",136395,0.24,1,2,1
"6019",136396,NA,NA,NA,NA
"6020",136397,1.08,1,2,1
"6021",136398,0.74,1,2,1
"6022",136399,3.47,3,1,NA
"6023",136400,0.66,1,2,2
"6024",136401,NA,2,2,1
"6025",136402,5,3,1,NA
"6026",136403,3.75,3,2,1
"6027",136404,3.07,3,2,4
"6028",136405,5,3,1,NA
"6029",136406,5,3,1,NA
"6030",136407,0.97,1,2,1
"6031",136408,1.41,2,2,1
"6032",136409,0.86,1,2,1
"6033",136410,0.04,1,2,1
"6034",136411,0.55,1,2,1
"6035",136412,1.13,1,2,1
"6036",136413,3.48,3,1,NA
"6037",136414,5,3,2,3
"6038",136415,NA,3,1,NA
"6039",136416,NA,NA,NA,NA
"6040",136417,4.56,3,1,NA
"6041",136418,1.15,1,2,1
"6042",136419,NA,NA,NA,NA
"6043",136420,NA,NA,NA,NA
"6044",136421,4.47,3,2,5
"6045",136422,2.96,3,2,1
"6046",136423,0.92,1,1,NA
"6047",136424,0.97,1,2,1
"6048",136425,2.8,3,1,NA
"6049",136426,NA,2,2,3
"6050",136427,NA,NA,NA,NA
"6051",136428,2.61,3,2,4
"6052",136429,1.17,1,2,2
"6053",136430,1.45,2,1,NA
"6054",136431,1.77,2,2,1
"6055",136432,1.49,2,2,1
"6056",136433,0.62,1,2,1
"6057",136434,1.19,1,2,1
"6058",136435,2.03,3,1,NA
"6059",136436,5,3,1,NA
"6060",136437,5,3,1,NA
"6061",136438,NA,3,7,NA
"6062",136439,5,3,1,NA
"6063",136440,4.12,3,1,NA
"6064",136441,1.56,2,2,3
"6065",136442,4.25,3,1,NA
"6066",136443,0,1,2,3
